,Rank,Company,Industry,Address,City,State / Country,Postal Code,Country,"Revenue (in millions, USD)",Employees,Ticker,Website,CEO,Indian_cities,Department_in_india
196,197,Raytheon Technologies,Aerospace & Defense,870 Winter St.,Waltham,Massachusetts,02451,U.S.,"$64,388",174000.0,RTX,www.rtx.com,Gregory J. Hayes,"['Bangalore', 'Hyderabad', 'Pune', 'Delhi']","['Engineering', 'Supply Chain', 'Finance', 'Human Resources', 'Sales and Marketing', 'Operations']"
197,198,Aviva,"Insurance: Life, Health (Stock)",1 Undershaft,London,Britain,EC3P 3DQ,Britain,"$64,240",22062.0,AVVIY,www.aviva.com,Amanda Blanc,"['Mumbai', 'Bangalore', 'Chennai', 'Hyderabad', 'Pune', 'Gurgaon']","['Technology', 'Operations', 'Sales', 'Marketing', 'Finance', 'Human Resources']"
198,199,Shandong Weiqiao Pioneering Group,Textiles,1 Weifang Rd.,Shandong,China,256200,China,"$63,739",96782.0,,www.weiqiaocy.com,Zhang Bo,[],[]
199,200,Aegon,"Insurance: Life, Health (Stock)",Aegonplein 50,The Hague,Netherlands,02591,Netherlands,"$63,663",22271.0,AEG,www.aegon.com,Lard Friese,"['Mumbai', 'Bangalore', 'Hyderabad', 'Chennai']","['Technology', 'Operations', 'Finance', 'Human Resources', 'Sales and Marketing']"
200,201,Rio Tinto Group,"Mining, Crude-Oil Production",6 St. James's Sq.,London,Britain,SW1Y4AD,Britain,"$63,495",49345.0,RIO,www.riotinto.com,Jakob Stausholm,"['Mumbai', 'Hyderabad', 'Bangalore', 'New Delhi']","['Mining', 'Exploration', 'Engineering', 'Operations', 'Finance', 'Human Resources', 'Sales & Marketing', 'Information Technology']"
201,202,HP,"Computers, Office Equipment",1501 Page Mill Rd.,Palo Alto,California,94304,U.S.,"$63,487",51000.0,HPQ,www.hp.com,Enrique J. Lores,"['Bangalore', 'Chennai', 'Hyderabad', 'Mumbai', 'New Delhi', 'Pune']","['Engineering', 'Sales', 'Marketing', 'Customer Support', 'Finance', 'Human Resources', 'Operations']"
202,203,Legal & General Group,"Insurance: Life, Health (Stock)",1 Coleman St.,London,Britain,EC2R 5AA,Britain,"$62,505",10743.0,LGGNY,www.legalandgeneralgroup.com,Nigel Wilson,"['Mumbai', 'Bangalore', 'Chennai', 'Hyderabad']","['Technology', 'Operations', 'Finance', 'Human Resources', 'Sales']"
203,204,Boeing,Aerospace & Defense,100 N. Riverside Plaza,Chicago,Illinois,60606,U.S.,"$62,286",142000.0,BA,www.boeing.com,David L. Calhoun,"['Bangalore', 'Hyderabad', 'New Delhi', 'Mumbai']","['Engineering', 'Manufacturing', 'Sales', 'Marketing', 'Finance', 'Human Resources', 'Information Technology']"
204,205,Unilever,Household and Personal Products,100 Victoria Embankment,London,Britain,EC4Y 0DY,Britain,"$62,006",148044.0,UL,www.unilever.com,Alan W. Jope,"['Mumbai', 'Bangalore', 'Chennai', 'Hyderabad', 'Delhi', 'Kolkata']","['Marketing', 'Sales', 'Finance', 'Human Resources', 'Research & Development', 'Supply Chain', 'IT']"
205,206,Maersk Group,Shipping,Esplanaden 50,Copenhagen,Denmark,01098,Denmark,"$61,787",85375.0,AMKBY,www.maersk.com,Soren Skou,"['Mumbai', 'New Delhi', 'Chennai', 'Kolkata', 'Bangalore', 'Hyderabad', 'Ahmedabad']","['Operations', 'Sales & Marketing', 'Finance', 'Human Resources', 'IT', 'Logistics', 'Customer Service']"
206,207,Airbus,Aerospace & Defense,Mendelweg 30,Leiden,Netherlands,02333,Netherlands,"$61,658",126495.0,EADSY,www.airbus.com,Rob Postma,"['Bangalore', 'Hyderabad', 'New Delhi']","['Engineering', 'Manufacturing', 'Sales & Marketing', 'Customer Support']"
207,208,Industrial Bank,Banks: Commercial and Savings,398 Middle Jiangbin Blvd.,Fuzhou,China,350009,China,"$61,331",62537.0,,www.cib.com.cn,James Chen,[],['Industrial Bank does not have offices or hire in India.']
208,209,Shaanxi Coal & Chemical Industry,"Mining, Crude-Oil Production",636 Dongchanganjie,Xi'an,China,710100,China,"$61,299",130914.0,,www.shccig.com,Yang Zhaoqian,[],[]
209,210,China Everbright Group,Banks: Commercial and Savings,25 Taipingqiao Ave.,Beijing,China,100033,China,"$61,194",95000.0,,www.ebchina.com,Chen Shuang,[],[]
210,211,Morgan Stanley,Banks: Commercial and Savings,1585 Broadway,New York,New York,10036,U.S.,"$61,121",74814.0,MS,www.morganstanley.com,James P. Gorman,"['Mumbai', 'Bangalore', 'Gurgaon', 'Hyderabad']","['Investment Banking', 'Capital Markets', 'Wealth Management', 'Institutional Securities', 'Technology']"
211,212,Kia,Motor Vehicles & Parts,12 Heolleung-ro,Seoul,South Korea,06797,South Korea,"$61,050",51975.0,,www.kia.com,Ho-Sung Song,"['Delhi', 'Mumbai', 'Bangalore', 'Chennai', 'Hyderabad', 'Kolkata', 'Pune', 'Ahmedabad', 'Chandigarh', 'Lucknow', 'Jaipur', 'Surat', 'Vadodara', 'Indore', 'Coimbatore', 'Kanpur', 'Nagpur', 'Visakhapatnam', 'Vijayawada', 'Ghaziabad', 'Faridabad', 'Bhopal', 'Ludhiana', 'Agra', 'Patna', 'Rajkot', 'Varanasi', 'Aurangabad', 'Nashik', 'Jodhpur', 'Madurai', 'Thiruvananthapuram', 'Kochi', 'Mangalore', 'Salem', 'Tiruchirappalli', 'Bhubaneswar', 'Guwahati', 'Amritsar', 'Dehradun', 'Ranchi', 'Srinagar', 'Jammu', 'Vadodara', 'Mysore', 'Hubli-Dharwad']","['Sales and Marketing', 'Service', 'Parts', 'Finance', 'Human Resources', 'IT', 'Production', 'Engineering', 'Quality']"
212,213,BHP Group,"Mining, Crude-Oil Production",171 Collins St.,Melbourne,Australia,03000,Australia,"$60,817",34478.0,BHP,www.bhp.com,Mike Henry,"['Mumbai', 'New Delhi']","['Mining', 'Petroleum', 'Marketing & Sales', 'Finance', 'Legal', 'Technology']"
213,214,Nippon Steel Corporation,Metals,2-6-1 Marunouchi,Tokyo,Japan,100-8071,Japan,"$60,612",115667.0,NPSCY,www.nipponsteel.com,Eiji Hashimoto,"['Mumbai', 'New Delhi']","['Sales', 'Marketing', 'Technical Support']"
214,215,China Huaneng Group,Energy,6 Fuxingmennei Ave.,Beijing,China,100031,China,"$60,049",125365.0,,www.chng.com.cn,Shu Yinbiao,[],['China Huaneng Group does not have offices or hire in India.']
215,216,Petronas,Energy,"Tower 1, Petronas Twin Towers",Kuala Lumpur,Malaysia,50088,Malaysia,"$59,874",46884.0,,www.petronas.com,Tengku Muhammad Taufik,"['Mumbai', 'New Delhi']","['Exploration & Production', 'Gas & Power', 'Trading & Shipping', 'Chemicals', 'Marketing & Sales']"
216,217,Ansteel Group,Metals,63 Wuyi St.,Anshan,China,114001,China,"$59,448",173597.0,,www.ansteel.cn,Tan Chengxu,[],[]
217,218,Vinci,Engineering & Construction,1973 Blvd. de La Défense,Nanterre,France,92000,France,"$59,389",219299.0,VCISY,www.vinci.com,Xavier Huillard,"['Mumbai', 'Delhi', 'Bangalore', 'Chennai']","['Engineering', 'Construction', 'Project Management', 'IT']"
218,219,Bunge,Food Production,1391 Timberlake Manor Pkwy.,Chesterfield,Missouri,63017,U.S.,"$59,152",22000.0,BG,www.bunge.com,Gregory A. Heckman,"['Mumbai', 'New Delhi']","['Agribusiness', 'Food & Ingredients', 'Oilseeds', 'Sugar', 'Milling', 'Fertilizers', 'Bioenergy']"
219,220,Société Générale,Banks: Commercial and Savings,29 Blvd. Haussmann,Paris,France,75009,France,"$59,058",124089.0,SCGLY,www.societegenerale.com,Frederic Oudea,"['Mumbai', 'Bangalore', 'Chennai', 'New Delhi']","['Global Banking and Investor Solutions', 'Corporate and Investment Banking', 'Retail Banking']"
220,221,HCA Healthcare,Health Care: Medical Facilities,1 Park Plaza,Nashville,Tennessee,37203,U.S.,"$58,752",244000.0,HCA,www.hcahealthcare.com,Samuel N. Hazen,[],['HCA Healthcare does not have offices or hire in India.']
221,222,Lloyds Banking Group,Banks: Commercial and Savings,25 Gresham St.,London,Britain,EC2V 7HN,Britain,"$58,476",57955.0,LYG,www.lloydsbankinggroup.com,Andrew Tinsley,"['Mumbai', 'Bangalore']","['Technology', 'Operations', 'Business Development']"
222,223,Pertamina,Petroleum Refining,Jl. Medan Merdeka Timur 11-13,Jakarta,Indonesia,10110,Indonesia,"$57,509",34183.0,,www.pertamina.com,Nicke Widyawati,[],['Pertamina does not currently have offices or hire in India. ']
223,224,Sinomach,Industrial Machinery,3 Danling St.,Beijing,China,100080,China,"$57,446",132147.0,,www.sinomach.com.cn,Bai Shaotong,[],['Sinomach does not have offices or hiring information publicly available in India.']
224,225,Taiwan Semiconductor Manufacturing,Semiconductors & Other Electronic Components,8 Li-Hsin Rd. 6,Hsinchu,Taiwan,300-096,Taiwan,"$56,837",65152.0,TSM,www.tsmc.com,C.C. Wei,['Bengaluru'],"['Design', 'Engineering', 'Research and Development']"
225,226,Shanghai Pudong Development Bank,Banks: Commercial and Savings,12 Zhongshan Dong Yi Rd.,Shanghai,China,200002,China,"$56,795",63361.0,,www.spdb.com.cn,Zheng Yang,[],"['Shanghai Pudong Development Bank does not have any offices or branches in India. Therefore, they do not hire in India.']"
226,227,AbbVie,Pharmaceuticals,1 N. Waukegan Rd.,North Chicago,Illinois,60064,U.S.,"$56,197",50000.0,ABBV,www.abbvie.com,Richard A. Gonzalez,"['Mumbai', 'Bangalore', 'Hyderabad']","['Research and Development', 'Commercial', 'Finance', 'Human Resources', 'Information Technology', 'Legal', 'Manufacturing', 'Marketing', 'Sales']"
227,228,CMA CGM,Shipping,4 Quai d'Arenc,Marseille,France,13235,France,"$55,976",72282.0,,www.cma-cgm.com,Rodolphe Saade,"['Mumbai', 'Chennai', 'Kolkata', 'Delhi', 'Bangalore', 'Ahmedabad', 'Hyderabad', 'Pune', 'Surat', 'Jaipur', 'Kanpur', 'Vadodara', 'Lucknow', 'Noida', 'Ghaziabad', 'Faridabad', 'Agra', 'Indore', 'Bhopal', 'Nagpur', 'Coimbatore', 'Thiruvananthapuram', 'Visakhapatnam', 'Vijayawada', 'Chandigarh', 'Ludhiana', 'Amritsar', 'Jalandhar', 'Guwahati', 'Patna', 'Ranchi', 'Bhubaneswar', 'Cuttack', 'Raipur', 'Jabalpur', 'Dehradun', 'Varanasi', 'Allahabad', 'Meerut', 'Kota', 'Jodhpur', 'Aurangabad', 'Nashik', 'Thane', 'Navi Mumbai']","['Operations', 'Sales & Marketing', 'Finance', 'Human Resources', 'IT', 'Customer Service', 'Logistics']"
228,229,Zhejiang Geely Holding Group,Motor Vehicles & Parts,1760 Jiangling Rd.,Hangzhou,China,310051,China,"$55,860",128928.0,,www.zgh.com,Li Shufu,[],"['Geely Auto India is actively recruiting for various roles across departments like sales, marketing, service, and operations.']"
229,230,Deutsche Bahn,Railroads,Potsdamer Platz 2,Berlin,Germany,10785,Germany,"$55,658",323716.0,,www.deutschebahn.com,Richard Lutz,[],['Deutsche Bahn does not currently have offices or hiring operations in India.']
230,231,Vale,"Mining, Crude-Oil Production",186 Praia de Botafogo,Rio de Janeiro,Brazil,22250-145,Brazil,"$55,585",72266.0,VALE,www.vale.com,Eduardo Bartolomeo,"['Mumbai', 'Bangalore', 'Hyderabad']","['Mining', 'Metallurgy', 'Logistics', 'Finance', 'Human Resources', 'Information Technology']"
231,232,Power Corp. of Canada,"Insurance: Life, Health (Stock)",751 Victoria Sq.,"Montreal, Quebec",Canada,H2Y 2J3,Canada,"$55,489",33700.0,PWCDF,www.powercorporation.com,R. Jeffrey Orr,[],"['Power Corporation of Canada does not have offices in India and therefore does not hire directly in India. However, they may have partnerships or subsidiaries that operate in India and could potentially offer job opportunities.']"
232,233,China Electronics Technology Group,Aerospace & Defense,27 Wanshou Rd.,Beijing,China,100846,China,"$55,457",202561.0,,www.cetc.com.cn,Chen Zhaoxiong,[],"['China Electronics Technology Group Corporation (CETC) does have a presence in India. It has a subsidiary called CETC India, which is involved in various projects related to telecommunications, information technology, and defense. CETC India is headquartered in New Delhi and has offices in other major cities such as Mumbai and Bangalore.']"
233,234,SoftBank Group,Telecommunications,1-7-1 Kaigan,Tokyo,Japan,105-7537,Japan,"$55,384",59721.0,SFTBY,www.group.softbank/en/,Masayoshi Son,"['Bengaluru', 'Gurugram', 'Mumbai']","['Technology', 'Finance', 'Operations', 'Sales and Marketing']"
234,235,Dow,Chemicals,2211 H.H. Dow Way,Midland,Michigan,48674,U.S.,"$54,968",35700.0,DOW,www.dow.com,James R. Fitterling,"['Mumbai', 'Pune', 'Bangalore', 'Hyderabad', 'New Delhi']","['Finance', 'IT', 'Sales and Marketing', 'Operations', 'Research and Development']"
235,236,State Bank of India,Banks: Commercial and Savings,Madame Cama Rd.,Mumbai,India,400021,India,"$54,643",244250.0,,www.sbi.co.in,Dinesh Kumar Khara,"['Ahmedabad', 'Bangalore', 'Chennai', 'Delhi', 'Hyderabad', 'Kolkata', 'Mumbai', 'Pune', 'Surat', 'Vadodara', 'and many more cities across India.']","['Banking', 'IT', 'Finance', 'Human Resources', 'Marketing', 'Operations', 'and other departments']"
236,237,Renault,Motor Vehicles & Parts,13-15 Quai Alphonse Le Gallo,Boulogne-Billancourt,France,92100,France,"$54,639",156466.0,RNLSY,renaultgroup.com,Luca De Meo,"['Chennai', 'New Delhi']","['Sales & Marketing', 'Aftersales', 'Manufacturing', 'R&D']"
237,238,Tsingshan Holding Group,Metals,2666 Longxiang Rd.,Wenzhou,China,325058,China,"$54,574",85553.0,,www.tssgroup.com.cn,Sun Jianfen,[],[]
238,239,Anheuser-Busch InBev,Beverages,Brouwerijplein 1,Leuven,Belgium,03000,Belgium,"$54,304",169339.0,BUD,www.ab-inbev.com,Jason Warner,"['Mumbai', 'Bangalore']","['Marketing', 'Sales', 'Finance', 'Human Resources', 'Supply Chain', 'Brewing']"
239,240,Mitsubishi UFJ Financial Group,Banks: Commercial and Savings,2-7-1 Marunouchi,Tokyo,Japan,100-8330,Japan,"$54,087",135042.0,MUFG,www.mufg.jp,Hironori Kamezawa,"['Mumbai', 'New Delhi', 'Bangalore']","['Banking', 'Finance', 'Technology', 'Operations']"
240,241,Shenghong Holding Group,Chemicals,1188 W. 2nd Ring Rd.,Suzhou City,China,215228,China,"$53,948",35788.0,,www.shenghonggroup.cn,,[],[]
241,242,Tesla,Motor Vehicles & Parts,13101 Tesla Rd.,Austin,Texas,78725,U.S.,"$53,823",99290.0,TSLA,www.tesla.com,,[],['Tesla does not have any offices or directly hires in India. They operate through their global network and may partner with Indian companies for certain services.']
242,243,China State Shipbuilding,Shipping,889 Zhonghua Rd.,Shanghai,China,200011,China,"$53,671",213849.0,,www.cssc.net.cn,,[],['China State Shipbuilding Corporation (CSSC) does not have any offices in India and does not currently hire in India.']
243,244,Talanx,Insurance: Property and Casualty (Stock),HDI Platz 1,Hannover,Germany,30659,Germany,"$53,420",23954.0,TLLXY,www.talanx.com,Torsten Leue,['Mumbai'],"['IT', 'Finance']"
244,245,Midea Group,"Electronics, Electrical Equip.",6 Midea Ave.,Foshan,China,528311,China,"$53,232",165799.0,,www.midea-group.com,Fang Hongbo,"['New Delhi', 'Bangalore', 'Mumbai', 'Chennai', 'Hyderabad']","['Sales & Marketing', 'Service', 'Finance', 'Human Resources', 'Operations']"
245,246,Allstate,Insurance: Property and Casualty (Stock),2775 Sanders Rd.,Northbrook,Illinois,60062,U.S.,"$53,228",54500.0,ALL,www.allstate.com,Thomas J. Wilson,[],['Allstate does not have offices or hire in India.']
246,247,Vodafone Group,Telecommunications,The Connection,Newbury,Britain,RG14 2FN,Britain,"$52,932",96941.0,VOD,www.vodafone.com,Nick Read,"['Mumbai', 'Delhi', 'Bangalore', 'Chennai', 'Hyderabad', 'Pune', 'Kolkata', 'Gurgaon']","['Technology', 'Sales & Marketing', 'Finance', 'Human Resources', 'Operations']"
247,248,Novartis,Pharmaceuticals,Lichtstrasse 35,Basel,Switzerland,04056,Switzerland,"$52,877",104323.0,NVS,www.novartis.com,Vasant Narasimhan,"['Hyderabad', 'Mumbai', 'Bangalore', 'New Delhi']","['Pharmaceuticals', 'Oncology', 'Immunology', 'Cardiovascular', 'Neurology', 'Eye Care', 'Gene Therapies', 'Digital & Technology', 'Finance', 'Human Resources', 'Legal', 'Marketing', 'Sales', 'Research & Development', 'Manufacturing', 'Supply Chain']"
248,249,Korea Electric Power,Utilities,55 Jeollyeok-ro,"Naju, Jeollanam-do",South Korea,58322,South Korea,"$52,356",48809.0,KEP,www.kepco.co.kr,Jong-Kap Kim,[],['Korea Electric Power does not currently have offices or hiring opportunities in India.']
249,250,Idemitsu Kosan,Petroleum Refining,1-2-1 Otemachi,Tokyo,Japan,100-8321,Japan,"$52,336",16606.0,IDKOY,www.idemitsu.com,,"['Mumbai', 'New Delhi']","['Marketing', 'Sales', 'Technical Support']"
250,251,Repsol,Petroleum Refining,Calle Méndez Álvaro 44,Madrid,Spain,28045,Spain,"$52,335",22923.0,REPYY,www.repsol.com,Josu Jon Imaz San Miguel,"['Mumbai', 'New Delhi']","['Exploration & Production', 'Gas & Power', 'Renewables', 'Trading & Marketing', 'Corporate & Business Development', 'Finance & Administration', 'Human Resources']"
251,252,Saint-Gobain,"Building Materials, Glass",12 Place de L'Iris,Courbevoie,France,92400,France,"$52,212",167816.0,CODYY,www.saint-gobain.com,Pierre-Andre De Chalendar,"['Mumbai', 'New Delhi', 'Bangalore', 'Chennai', 'Kolkata', 'Hyderabad', 'Pune']","['Sales & Marketing', 'Operations', 'Finance', 'Human Resources', 'R&D', 'IT', 'Legal']"
252,253,Tokio Marine Holdings,Insurance: Property and Casualty (Stock),2-6-4 Ohtemachi,Tokyo,Japan,100-0004,Japan,"$52,199",43048.0,TKOMY,www.tokiomarinehd.com,Satoru Komiya,"['Mumbai', 'New Delhi']","['Underwriting', 'Claims', 'Reinsurance', 'Operations', 'IT']"
253,254,Bayer,Pharmaceuticals,Kaiser Wilhelm Allee 1,Leverkusen,Germany,51373,Germany,"$52,118",99637.0,BAYRY,www.bayer.com,Werner Baumann,"['Mumbai', 'Pune', 'Hyderabad', 'Bangalore', 'Gurgaon']","['Research & Development', 'Manufacturing', 'Sales & Marketing', 'Finance', 'Human Resources', 'Information Technology']"
254,255,American International Group,Insurance: Property and Casualty (Stock),1271 Ave. of the Americas,New York,New York,10020,U.S.,"$52,057",36600.0,AIG,www.aig.com,Peter S. Zaffino,"['Mumbai', 'New Delhi', 'Bangalore']","['Insurance', 'Finance', 'Technology', 'Operations']"
255,256,Edeka Zentrale,Wholesalers: Food and Grocery,New York Ring 6,Hamburg,Germany,22297,Germany,"$51,950",404900.0,,www.verbund.edeka,Markus Mosa,[],[]
256,257,Shaanxi Yanchang Petroleum (Group),"Mining, Crude-Oil Production",61 Tangyan Rd.,Xi'an,China,710065,China,"$51,813",129018.0,,www.sxycpc.com,,[],[]
257,258,Best Buy,Specialty Retailers,7601 Penn Ave. S.,Richfield,Minnesota,55423,U.S.,"$51,761",81375.0,BBY,www.investors.bestbuy.com,Corie S. Barry,[],[]
258,259,Charter Communications,Telecommunications,400 Washington Blvd.,Stamford,Connecticut,06901,U.S.,"$51,682",93700.0,CHTR,www.charter.com,Thomas M. Rutledge,[],['Charter Communications does not have offices or hire in India.']
259,260,State Power Investment,Energy,29 N.3rd Ring Rd.,Beijing,China,100029,China,"$51,518",121470.0,,www.spic.com.cn,Qian Zhimin,[],"['State Power Investment Corporation Limited (SPIC) is a Chinese state-owned power company.  While they may have business dealings in India, it is unlikely they have offices or directly hire in India.']"
260,261,Sysco,Wholesalers: Food and Grocery,1390 Enclave Pkwy.,Houston,Texas,77077,U.S.,"$51,298",57710.0,SYY,www.sysco.com,Kevin P. Hourican,[],['Sysco does not have offices or hiring in India.']
261,262,Merck,Pharmaceuticals,2000 Galloping Hill Rd.,Kenilworth,New Jersey,07033,U.S.,"$51,216",67500.0,MRK,www.merck.com,,"['Mumbai', 'Hyderabad', 'Bangalore', 'Gurgaon']","['Research and Development', 'Manufacturing', 'Sales and Marketing', 'Finance', 'Human Resources', 'Information Technology']"
262,263,New York Life Insurance,"Insurance: Life, Health (Mutual)",51 Madison Ave.,New York,New York,10010,U.S.,"$51,199",14344.0,,www.newyorklife.com,Yie-Hsin Hung,[],['New York Life does not have offices or hire in India.']
263,264,Zhejiang Hengyi Group,Chemicals,260 N. Shixin Rd.,Hangzhou,China,311215,China,"$50,974",23222.0,,www.hengyi.com,,[],[]
264,265,Caterpillar,Construction and Farm Machinery,510 Lake Cook Rd.,Deerfield,Illinois,60015,U.S.,"$50,971",107700.0,CAT,www.caterpillar.com,,"['Pune', 'Bangalore', 'Chennai', 'New Delhi']","['Engineering', 'Finance', 'Sales', 'Marketing', 'Human Resources', 'Operations', 'IT']"
265,266,Xiaomi,"Electronics, Electrical Equip.",33 Xi'erqi Middle Rd.,Beijing,China,100085,China,"$50,898",33427.0,XIACY,www.mi.com/global,,"['Bangalore', 'Hyderabad', 'Gurgaon', 'New Delhi']","['Engineering', 'Product Management', 'Marketing', 'Sales', 'Operations']"
266,267,China United Network Communications,Telecommunications,21 Finanical St.,Beijing,China,100033,China,"$50,828",242661.0,,www.chinaunicom-a.com,Xiaochu Wang,[],[]
267,268,Accenture,Information Technology Services,1 Grand Canal Sq.,Dublin,Ireland,00002,Ireland,"$50,533",624000.0,ACN,www.accenture.com,Julie Sweet,"['Bangalore', 'Chennai', 'Hyderabad', 'Kolkata', 'Mumbai', 'New Delhi', 'Pune']","['Technology', 'Consulting', 'Operations', 'Strategy']"
268,269,China Energy Engineering Group,Engineering & Construction,26 Xidawang Rd.,Beijing,China,100022,China,"$50,345",119574.0,,www.ceec.net.cn,,[],['China Energy Engineering Group does not have offices or hire in India.']
269,270,Sberbank,Banks: Commercial and Savings,19 Vavilova St.,Moscow,Russia,117997,Russia,"$50,278",287866.0,SBRCY,www.sberbank.ru,,[],['Sberbank does not have a physical presence in India and does not hire locally.']
270,271,Orange,Telecommunications,111 Quai du Président Roosevelt,Issy-les-Moulineaux,France,92130,France,"$50,275",139698.0,ORAN,www.orange.com,Stephane Richard,"['Bangalore', 'Chennai', 'Gurgaon', 'Hyderabad', 'Mumbai', 'Noida', 'Pune']","['Technology', 'Operations', 'Sales', 'Marketing']"
271,272,Woolworths Group,Food & Drug Stores,1 Woolworths Way,Bella Vista,Australia,02153,Australia,"$50,211",210067.0,WOLWF,www.woolworthsgroup.com.au,Brad Banducci,[],['Woolworths Group does not have offices or hire in India.']
272,273,China Minsheng Banking,Banks: Commercial and Savings,2 Fuxingmennei Ave.,Beijing,China,100031,China,"$50,079",60232.0,CMAKY,www.cmbc.com.cn,Zheng Wanchun,[],['China Minsheng Banking does not have offices or hire in India.']
273,274,Cisco Systems,Network & Other Communications Equipment,170 W. Tasman Dr.,San Jose,California,95134,U.S.,"$49,818",79500.0,CSCO,www.cisco.com,Chuck Robbins,"['Bangalore', 'Delhi', 'Hyderabad', 'Chennai', 'Pune', 'Mumbai']","['Engineering', 'Sales', 'Marketing', 'Finance', 'Customer Support', 'Operations', 'Research & Development']"
274,275,América Móvil,Telecommunications,Lago Zurich 245,Mexico City,Mexico,11529,Mexico,"$49,702",181205.0,AMX,www.americamovil.com,Daniel Hajj Aboumrad,[],['América Móvil does not have offices or hire in India.']
275,276,Louis Dreyfus,Food Production,Westblaak 92,Rotterdam,Netherlands,03012,Netherlands,"$49,569",15737.0,,www.ldc.com,Jan Schol,"['Mumbai', 'New Delhi', 'Chennai', 'Kolkata']","['Trading', 'Supply Chain', 'Finance', 'Human Resources', 'IT']"
276,277,Manulife Financial,"Insurance: Life, Health (Stock)",200 Bloor St. E.,"Toronto, Ontario",Canada,M4W 1E5,Canada,"$49,315",38000.0,MFC,www.manulife.com,Roy Gori,"['Mumbai', 'Bangalore']","['Technology', 'Finance', 'Operations', 'Sales']"
277,278,Denso,Motor Vehicles & Parts,1-1 Showa-cho,Kariya,Japan,448-8661,Japan,"$49,099",167950.0,DNZOY,www.denso.com/global,Koji Arima,"['Bangalore', 'Chennai', 'Pune', 'New Delhi']","['Engineering', 'Manufacturing', 'Sales & Marketing', 'Human Resources', 'Finance']"
278,279,Sumitomo,Trading,2-3-2 Ohtemachi,Tokyo,Japan,100-8601,Japan,"$48,916",74253.0,SSUMY,www.sumitomocorp.com,Masayuki Hyodo,"['Mumbai', 'New Delhi', 'Chennai', 'Bengaluru', 'Hyderabad']","['Finance', 'Sales', 'Marketing', 'Engineering', 'IT', 'Human Resources']"
279,280,TJX,Specialty Retailers,770 Cochituate Rd.,Framingham,Massachusetts,01701,U.S.,"$48,550",340000.0,TJX,www.tjx.com,Ernie L. Herrman,[],['TJX does not have offices or hire in India. The company focuses on its operations in North America and Europe.']
280,281,KDDI,Telecommunications,3-10-10 Iidabashi,Tokyo,Japan,102-8460,Japan,"$48,486",48829.0,KDDIY,www.kddi.com,Takashi Tanaka,[],"['KDDI does not currently have offices in India, and there is no publicly available information indicating that they hire directly in India. However, they might have partnerships or collaborations with Indian companies.']"
281,282,Groupe BPCE,Banks: Commercial and Savings,50 Ave. Pierre Mendès France,Paris,France,75013,France,"$48,433",98727.0,,www.groupebpce.com,Laurent Mignon,[],['Groupe BPCE does not have offices or hire in India.']
282,283,Publix Super Markets,Food & Drug Stores,3300 Publix Corporate Pkwy.,Lakeland,Florida,33811,U.S.,"$48,394",232000.0,,www.publix.com,Randall T. Jones Sr.,[],[]
283,284,ConocoPhillips,"Mining, Crude-Oil Production",925 N. Eldridge Pkwy.,Houston,Texas,77079,U.S.,"$48,349",9900.0,COP,www.conocophillips.com,Ryan M. Lance,"['New Delhi', 'Mumbai']","['Exploration & Production', 'Midstream', 'Marketing & Trading', 'Corporate Functions']"
284,285,Liberty Mutual Insurance Group,Insurance: Property and Casualty (Stock),175 Berkeley St.,Boston,Massachusetts,02116,U.S.,"$48,200",45000.0,,www.libertymutual.com,David H. Long,"['Mumbai', 'Bangalore']","['Technology', 'Operations']"
285,286,Progressive,Insurance: Property and Casualty (Stock),6300 Wilson Mills Rd.,Mayfield Village,Ohio,44143,U.S.,"$47,702",49077.0,PGR,www.progressive.com,Susan Patricia Griffith,[],['Progressive does not have offices or hire in India.']
286,287,Ingka Group,Specialty Retailers,Bargelaan 20,Leiden,Netherlands,02333,Netherlands,"$47,546",174225.0,,www.ingka.com,Jesper Brodin,"['Hyderabad', 'Bangalore', 'Mumbai', 'Delhi', 'Gurugram']","['Retail', 'Supply Chain', 'Human Resources', 'Finance', 'IT']"
287,288,AIA Group,"Insurance: Life, Health (Stock)",1 Connaught Rd.,Hong Kong,China,00000,China,"$47,525",23981.0,AAGIY,www.aia.com,Fisher Zhang,"['Mumbai', 'Delhi', 'Bangalore', 'Hyderabad', 'Chennai', 'Kolkata', 'Pune']","['Life Insurance', 'Health Insurance', 'Asset Management', 'Corporate Solutions', 'Technology']"
288,289,Nationwide,Insurance: Property and Casualty (Mutual),1 Nationwide Plaza,Columbus,Ohio,43215,U.S.,"$47,376",24134.0,,www.nationwide.com,Kirt A. Walker,[],['Nationwide does not have offices or hire in India.']
289,290,Tokyo Electric Power,Utilities,1-1-3 Uchisaiwai-cho,Tokyo,Japan,100-8560,Japan,"$47,269",37939.0,TKECY,www.tepco.co.jp,Tomoaki Kobayakawa,[],[]
290,291,Jiangsu Shagang Group,Metals,Jinfeng Town,Zhangjiagang,China,215625,China,"$47,072",45398.0,,www.shasteel.cn,Shen Bin,[],[]
291,292,Tyson Foods,Food Production,2200 W. Don Tyson Pkwy.,Springdale,Arkansas,72762,U.S.,"$47,049",137000.0,TSN,www.tysonfoods.com,Donnie D. King,[],"['Tyson Foods does not have offices in India, and therefore, does not hire in India.']"
